Symbol,Name,Market_Cap,Market_Cap_Formatted,Category,Source
RFAI,RF Acquisition Corp II,162135008,"$162,135,008",Micro Cap,Yahoo Finance
WTF,Waton Financial Limited,161595520,"$161,595,520",Micro Cap,Yahoo Finance
AIRS,"AirSculpt Technologies, Inc.",161086608,"$161,086,608",Micro Cap,Yahoo Finance
EMPD,Empery Digital Inc.,161035168,"$161,035,168",Micro Cap,Yahoo Finance
NMP,NMP Acquisition Corp.,160986000,"$160,986,000",Micro Cap,Yahoo Finance
IPSC,"Century Therapeutics, Inc.",160825776,"$160,825,776",Micro Cap,Yahoo Finance
SANG,Sangoma Technologies Corporatio,160645344,"$160,645,344",Micro Cap,Yahoo Finance
BCIC,BCP Investment Corporation,160545776,"$160,545,776",Micro Cap,Yahoo Finance
FNWD,Finward Bancorp,160185536,"$160,185,536",Micro Cap,Yahoo Finance
IRD,"Opus Genetics, Inc.",159996960,"$159,996,960",Micro Cap,Yahoo Finance
SGC,"Superior Group of Companies, In",159368544,"$159,368,544",Micro Cap,Yahoo Finance
ECBK,"ECB Bancorp, Inc.",158787792,"$158,787,792",Micro Cap,Yahoo Finance
EMIS,Emmis Acquisition Corp.,158704880,"$158,704,880",Micro Cap,Yahoo Finance
TTEC,"TTEC Holdings, Inc.",158271904,"$158,271,904",Micro Cap,Yahoo Finance
QIPT,Quipt Home Medical Corp.,158258000,"$158,258,000",Micro Cap,Yahoo Finance
HQI,"HireQuest, Inc.",158202000,"$158,202,000",Micro Cap,Yahoo Finance
LFMD,"LifeMD, Inc.",157885696,"$157,885,696",Micro Cap,Yahoo Finance
BAER,Bridger Aerospace Group Holding,157742416,"$157,742,416",Micro Cap,Yahoo Finance
ESOA,Energy Services of America Corp,157615760,"$157,615,760",Micro Cap,Yahoo Finance
WHF,"WhiteHorse Finance, Inc.",157588144,"$157,588,144",Micro Cap,Yahoo Finance
LAFA,LaFayette Acquisition Corp.,157290464,"$157,290,464",Micro Cap,Yahoo Finance
BRLT,"Brilliant Earth Group, Inc.",157176672,"$157,176,672",Micro Cap,Yahoo Finance
ABOS,"Acumen Pharmaceuticals, Inc.",156885168,"$156,885,168",Micro Cap,Yahoo Finance
RGP,"Resources Connection, Inc.",156790080,"$156,790,080",Micro Cap,Yahoo Finance
HUHU,HUHUTECH International Group In,156433328,"$156,433,328",Micro Cap,Yahoo Finance
FTCI,"FTC Solar, Inc.",155977840,"$155,977,840",Micro Cap,Yahoo Finance
RCMT,"RCM Technologies, Inc.",155398416,"$155,398,416",Micro Cap,Yahoo Finance
SPEG,Silver Pegasus Acquisition Corp,155173328,"$155,173,328",Micro Cap,Yahoo Finance
FORR,"Forrester Research, Inc.",155144800,"$155,144,800",Micro Cap,Yahoo Finance
ZENA,"ZenaTech, Inc.",154767872,"$154,767,872",Micro Cap,Yahoo Finance
PGJ,Invesco Golden Dragon China ETF,154400400,"$154,400,400",Micro Cap,Yahoo Finance
ACNT,Ascent Industries Co.,154207200,"$154,207,200",Micro Cap,Yahoo Finance
ARQ,"Arq, Inc.",154124912,"$154,124,912",Micro Cap,Yahoo Finance
PCSC,Perceptive Capital Solutions Co,153838240,"$153,838,240",Micro Cap,Yahoo Finance
FTLF,"FitLife Brands, Inc.",153637968,"$153,637,968",Micro Cap,Yahoo Finance
JYNT,The Joint Corp.,153555344,"$153,555,344",Micro Cap,Yahoo Finance
NKTX,"Nkarta, Inc.",153423760,"$153,423,760",Micro Cap,Yahoo Finance
ESGL,ESGL Holdings Limited,153413888,"$153,413,888",Micro Cap,Yahoo Finance
BZUN,Baozun Inc.,153107568,"$153,107,568",Micro Cap,Yahoo Finance
PMTS,CPI Card Group Inc.,152365264,"$152,365,264",Micro Cap,Yahoo Finance
LNSR,"LENSAR, Inc.",151934624,"$151,934,624",Micro Cap,Yahoo Finance
VTVT,vTv Therapeutics Inc.,150865472,"$150,865,472",Micro Cap,Yahoo Finance
VWAV,"VisionWave Holdings, Inc.",150449024,"$150,449,024",Micro Cap,Yahoo Finance
INAC,Indigo Acquisition Corp.,149468144,"$149,468,144",Micro Cap,Yahoo Finance
ARBE,Arbe Robotics Ltd.,149344000,"$149,344,000",Micro Cap,Yahoo Finance
BUUU,BUUU Group Limited,149324624,"$149,324,624",Micro Cap,Yahoo Finance
BZAI,"Blaize Holdings, Inc.",148892544,"$148,892,544",Micro Cap,Yahoo Finance
OXSQ,Oxford Square Capital Corp.,148638320,"$148,638,320",Micro Cap,Yahoo Finance
SHIM,Shimmick Corporation,148634240,"$148,634,240",Micro Cap,Yahoo Finance
RANI,"Rani Therapeutics Holdings, Inc",147174656,"$147,174,656",Micro Cap,Yahoo Finance
FGBI,"First Guaranty Bancshares, Inc.",146247200,"$146,247,200",Micro Cap,Yahoo Finance
HOFT,Hooker Furnishings Corporation,146038112,"$146,038,112",Micro Cap,Yahoo Finance
CLAR,Clarus Corporation,145926928,"$145,926,928",Micro Cap,Yahoo Finance
FRD,Friedman Industries Inc.,145799744,"$145,799,744",Micro Cap,Yahoo Finance
TAVIU,Tavia Acquisition Corp.,145774656,"$145,774,656",Micro Cap,Yahoo Finance
CRBP,Corbus Pharmaceuticals Holdings,145339136,"$145,339,136",Micro Cap,Yahoo Finance
ORIQU,Origin Investment Corp I,144919600,"$144,919,600",Micro Cap,Yahoo Finance
BDTX,"Black Diamond Therapeutics, Inc",144716272,"$144,716,272",Micro Cap,Yahoo Finance
ROMA,Roma Green Finance Limited,144146272,"$144,146,272",Micro Cap,Yahoo Finance
TMCI,"Treace Medical Concepts, Inc.",144002848,"$144,002,848",Micro Cap,Yahoo Finance
RDZN,"Roadzen, Inc.",143452208,"$143,452,208",Micro Cap,Yahoo Finance
EMPG,Empro Group Inc.,143046400,"$143,046,400",Micro Cap,Yahoo Finance
REKR,"Rekor Systems, Inc.",142964544,"$142,964,544",Micro Cap,Yahoo Finance
EPSN,Epsilon Energy Ltd.,142890608,"$142,890,608",Micro Cap,Yahoo Finance
BCBP,"BCB Bancorp, Inc. (NJ)",142510496,"$142,510,496",Micro Cap,Yahoo Finance
FATE,"Fate Therapeutics, Inc.",141883312,"$141,883,312",Micro Cap,Yahoo Finance
DFDV,DeFi Development Corp.,141392944,"$141,392,944",Micro Cap,Yahoo Finance
CBUS,"Cibus, Inc.",140642208,"$140,642,208",Micro Cap,Yahoo Finance
SBFG,"SB Financial Group, Inc.",140239024,"$140,239,024",Micro Cap,Yahoo Finance
ELTX,"Elicio Therapeutics, Inc.",139795088,"$139,795,088",Micro Cap,Yahoo Finance
LAFAU,LaFayette Acquisition Corp.,139570000,"$139,570,000",Micro Cap,Yahoo Finance
MRCC,Monroe Capital Corporation,139531232,"$139,531,232",Micro Cap,Yahoo Finance
RMBI,"Richmond Mutual Bancorporation,",138881104,"$138,881,104",Micro Cap,Yahoo Finance
ANIK,Anika Therapeutics Inc.,138876336,"$138,876,336",Micro Cap,Yahoo Finance
UNCY,"Unicycive Therapeutics, Inc.",138619504,"$138,619,504",Micro Cap,Yahoo Finance
ADAG,Adagene Inc.,138565936,"$138,565,936",Micro Cap,Yahoo Finance
KGEI,Kolibri Global Energy Inc.,138241536,"$138,241,536",Micro Cap,Yahoo Finance
CNTB,Connect Biopharma Holdings Limi,137522640,"$137,522,640",Micro Cap,Yahoo Finance
BSET,"Bassett Furniture Industries, I",137295408,"$137,295,408",Micro Cap,Yahoo Finance
TNMG,TNL Mediagene,137152192,"$137,152,192",Micro Cap,Yahoo Finance
MCRB,"Seres Therapeutics, Inc.",137054752,"$137,054,752",Micro Cap,Yahoo Finance
SVCO,"Silvaco Group, Inc.",136955776,"$136,955,776",Micro Cap,Yahoo Finance
BNAI,Brand Engagement Network Inc.,136675456,"$136,675,456",Micro Cap,Yahoo Finance
CRBU,"Caribou Biosciences, Inc.",136463344,"$136,463,344",Micro Cap,Yahoo Finance
STIM,"Neuronetics, Inc.",136286976,"$136,286,976",Micro Cap,Yahoo Finance
RXT,"Rackspace Technology, Inc.",136192352,"$136,192,352",Micro Cap,Yahoo Finance
DTI,Drilling Tools International Co,135867280,"$135,867,280",Micro Cap,Yahoo Finance
AMCI,AMC Robotics Corporation,135798256,"$135,798,256",Micro Cap,Yahoo Finance
WHWK,"Whitehawk Therapeutics, Inc.",135729680,"$135,729,680",Micro Cap,Yahoo Finance
ORMP,Oramed Pharmaceuticals Inc.,135484000,"$135,484,000",Micro Cap,Yahoo Finance
CAAS,"China Automotive Systems, Inc.",135466448,"$135,466,448",Micro Cap,Yahoo Finance
SRBK,"SR Bancorp, Inc.",135069808,"$135,069,808",Micro Cap,Yahoo Finance
EXFY,"Expensify, Inc.",134906432,"$134,906,432",Micro Cap,Yahoo Finance
BEEP,Mobile Infrastructure Corporati,133245008,"$133,245,008",Micro Cap,Yahoo Finance
RBKB,"Rhinebeck Bancorp, Inc.",132967992,"$132,967,992",Micro Cap,Yahoo Finance
MAPS,"WM Technology, Inc.",132694744,"$132,694,744",Micro Cap,Yahoo Finance
MAMO,Massimo Group,131585408,"$131,585,408",Micro Cap,Yahoo Finance
PDEX,"Pro-Dex, Inc.",130675928,"$130,675,928",Micro Cap,Yahoo Finance
DMRC,Digimarc Corporation,130324352,"$130,324,352",Micro Cap,Yahoo Finance
CDXS,"Codexis, Inc.",130067120,"$130,067,120",Micro Cap,Yahoo Finance
MERC,Mercer International Inc.,129946072,"$129,946,072",Micro Cap,Yahoo Finance
NEXM,NexMetals Mining Corp.,129541088,"$129,541,088",Micro Cap,Yahoo Finance
RCEL,"Avita Medical, Inc.",129290784,"$129,290,784",Micro Cap,Yahoo Finance
TONX,TON Strategy Company,128643416,"$128,643,416",Micro Cap,Yahoo Finance
STRO,"Sutro Biopharma, Inc.",128642824,"$128,642,824",Micro Cap,Yahoo Finance
SUNS,"Sunrise Realty Trust, Inc.",127901992,"$127,901,992",Micro Cap,Yahoo Finance
PRLD,Prelude Therapeutics Incorporat,127616504,"$127,616,504",Micro Cap,Yahoo Finance
KVHI,"KVH Industries, Inc.",127421872,"$127,421,872",Micro Cap,Yahoo Finance
TKNO,"Alpha Teknova, Inc.",126864144,"$126,864,144",Micro Cap,Yahoo Finance
IMPP,Imperial Petroleum Inc.,126786928,"$126,786,928",Micro Cap,Yahoo Finance
QUIK,QuickLogic Corporation,126467864,"$126,467,864",Micro Cap,Yahoo Finance
NPT,Texxon Holding Limited,126454496,"$126,454,496",Micro Cap,Yahoo Finance
NIPG,NIP Group Inc.,125921600,"$125,921,600",Micro Cap,Yahoo Finance
SPRO,"Spero Therapeutics, Inc.",125636632,"$125,636,632",Micro Cap,Yahoo Finance
VHUB,"VenHub Global, Inc.",125625168,"$125,625,168",Micro Cap,Yahoo Finance
ATLX,Atlas Lithium Corporation,125601992,"$125,601,992",Micro Cap,Yahoo Finance
AFBI,"Affinity Bancshares, Inc.",125387368,"$125,387,368",Micro Cap,Yahoo Finance
PELI,Pelican Acquisition Corporation,125146976,"$125,146,976",Micro Cap,Yahoo Finance
SAMG,Silvercrest Asset Management Gr,125089320,"$125,089,320",Micro Cap,Yahoo Finance
SUIG,Sui Group Holdings Limited,124603312,"$124,603,312",Micro Cap,Yahoo Finance
OCCI,"OFS Credit Company, Inc.",124434648,"$124,434,648",Micro Cap,Yahoo Finance
IPEX,Inflection Point Acquisition Co,123202488,"$123,202,488",Micro Cap,Yahoo Finance
TTRX,Turn Therapeutics Inc.,123080864,"$123,080,864",Micro Cap,Yahoo Finance
LVRO,Lavoro Limited,123020184,"$123,020,184",Micro Cap,Yahoo Finance
AEC,Anfield Energy Inc.,122918504,"$122,918,504",Micro Cap,Yahoo Finance
KRRO,"Korro Bio, Inc.",122895704,"$122,895,704",Micro Cap,Yahoo Finance
ICG,Intchains Group Limited,122638096,"$122,638,096",Micro Cap,Yahoo Finance
ZJK,"ZJK Industrial Co., Ltd.",122538712,"$122,538,712",Micro Cap,Yahoo Finance
GNLX,Genelux Corporation,122081344,"$122,081,344",Micro Cap,Yahoo Finance
CODA,"Coda Octopus Group, Inc.",121834920,"$121,834,920",Micro Cap,Yahoo Finance
CGO,Calamos Global Total Return Fun,121072256,"$121,072,256",Micro Cap,Yahoo Finance
LNZA,"LanzaTech Global, Inc.",120978072,"$120,978,072",Micro Cap,Yahoo Finance
SMX,SMX (Security Matters) Public L,120662136,"$120,662,136",Micro Cap,Yahoo Finance
SIEB,Siebert Financial Corp.,120068000,"$120,068,000",Micro Cap,Yahoo Finance
MRNO,Murano Global Investments PLC,119766648,"$119,766,648",Micro Cap,Yahoo Finance
ZEO,Zeo Energy Corporation,119760480,"$119,760,480",Micro Cap,Yahoo Finance
MBOT,Microbot Medical Inc.,119541320,"$119,541,320",Micro Cap,Yahoo Finance
VANI,"Vivani Medical, Inc.",119372936,"$119,372,936",Micro Cap,Yahoo Finance
VRCA,Verrica Pharmaceuticals Inc.,119124472,"$119,124,472",Micro Cap,Yahoo Finance
RFIL,"RF Industries, Ltd.",117744672,"$117,744,672",Micro Cap,Yahoo Finance
UHG,"United Homes Group, Inc",117627280,"$117,627,280",Micro Cap,Yahoo Finance
FONR,Fonar Corporation,117236664,"$117,236,664",Micro Cap,Yahoo Finance
QSEA,Quartzsea Acquisition Corporati,117179680,"$117,179,680",Micro Cap,Yahoo Finance
HYNE,"Hoyne Bancorp, Inc.",117162696,"$117,162,696",Micro Cap,Yahoo Finance
ACTU,"Actuate Therapeutics, Inc.",116913944,"$116,913,944",Micro Cap,Yahoo Finance
INO,"Inovio Pharmaceuticals, Inc.",116795744,"$116,795,744",Micro Cap,Yahoo Finance
AOUT,"American Outdoor Brands, Inc.",116568896,"$116,568,896",Micro Cap,Yahoo Finance
AEI,Alset Inc.,116326712,"$116,326,712",Micro Cap,Yahoo Finance
TUSK,"Mammoth Energy Services, Inc.",116147632,"$116,147,632",Micro Cap,Yahoo Finance
MGYR,"Magyar Bancorp, Inc.",116016680,"$116,016,680",Micro Cap,Yahoo Finance
CHAR,Charlton Aria Acquisition Corpo,115628120,"$115,628,120",Micro Cap,Yahoo Finance
KPTI,Karyopharm Therapeutics Inc.,115537888,"$115,537,888",Micro Cap,Yahoo Finance
CSPI,CSP Inc.,115291680,"$115,291,680",Micro Cap,Yahoo Finance
KEQU,Kewaunee Scientific Corporation,115199968,"$115,199,968",Micro Cap,Yahoo Finance
CRDF,"Cardiff Oncology, Inc.",115186560,"$115,186,560",Micro Cap,Yahoo Finance
SILC,Silicom Ltd,115070616,"$115,070,616",Micro Cap,Yahoo Finance
EML,Eastern Company (The),115061600,"$115,061,600",Micro Cap,Yahoo Finance
QUMS,Quantumsphere Acquisition Corp.,114979032,"$114,979,032",Micro Cap,Yahoo Finance
PGAC,Pantages Capital Acquisition Co,114775456,"$114,775,456",Micro Cap,Yahoo Finance
NXXT,"NextNRG, Inc.",114743328,"$114,743,328",Micro Cap,Yahoo Finance
CCLD,"CareCloud, Inc.",114472008,"$114,472,008",Micro Cap,Yahoo Finance
FLNT,"Fluent, Inc.",114098088,"$114,098,088",Micro Cap,Yahoo Finance
UNB,"Union Bankshares, Inc.",113919040,"$113,919,040",Micro Cap,Yahoo Finance
LSBK,"Lake Shore Bancorp, Inc.",113323680,"$113,323,680",Micro Cap,Yahoo Finance
HYPR,"Hyperfine, Inc.",112715640,"$112,715,640",Micro Cap,Yahoo Finance
AEYE,"AudioEye, Inc.",112512672,"$112,512,672",Micro Cap,Yahoo Finance
MMLP,Martin Midstream Partners L.P.,112478656,"$112,478,656",Micro Cap,Yahoo Finance
CHCI,"Comstock Holding Companies, Inc",112477304,"$112,477,304",Micro Cap,Yahoo Finance
HAIN,"The Hain Celestial Group, Inc.",112303352,"$112,303,352",Micro Cap,Yahoo Finance
SLMT,Brera Holdings PLC,112266056,"$112,266,056",Micro Cap,Yahoo Finance
GOAI,Eva Live Inc.,112205384,"$112,205,384",Micro Cap,Yahoo Finance
RVSB,Riverview Bancorp Inc,112052032,"$112,052,032",Micro Cap,Yahoo Finance
IDN,"Intellicheck, Inc.",111733144,"$111,733,144",Micro Cap,Yahoo Finance
CURR,Currenc Group Inc.,111086592,"$111,086,592",Micro Cap,Yahoo Finance
KVAC,Keen Vision Acquisition Corpora,110861064,"$110,861,064",Micro Cap,Yahoo Finance
BSBK,Bogota Financial Corp.,110752672,"$110,752,672",Micro Cap,Yahoo Finance
MGNX,"MacroGenics, Inc.",110702432,"$110,702,432",Micro Cap,Yahoo Finance
VIRC,Virco Manufacturing Corporation,110012768,"$110,012,768",Micro Cap,Yahoo Finance
HURC,"Hurco Companies, Inc.",109886576,"$109,886,576",Micro Cap,Yahoo Finance
HPAI,Helport AI Limited,109335856,"$109,335,856",Micro Cap,Yahoo Finance
BHST,BioHarvest Sciences Inc.,109027512,"$109,027,512",Micro Cap,Yahoo Finance
BTMD,Biote Corp.,108622456,"$108,622,456",Micro Cap,Yahoo Finance
RFAIU,RF Acquisition Corp II,108400000,"$108,400,000",Micro Cap,Yahoo Finance
ULBI,Ultralife Corporation,108017048,"$108,017,048",Micro Cap,Yahoo Finance
GCL,GCL Global Holdings Ltd,108003144,"$108,003,144",Micro Cap,Yahoo Finance
CRGO,Freightos Limited,107700272,"$107,700,272",Micro Cap,Yahoo Finance
TORO,Toro Corp.,107618272,"$107,618,272",Micro Cap,Yahoo Finance
OVID,Ovid Therapeutics Inc.,107530648,"$107,530,648",Micro Cap,Yahoo Finance
ACOG,Alpha Cognition Inc.,107405992,"$107,405,992",Micro Cap,Yahoo Finance
PROP,Prairie Operating Co.,107363888,"$107,363,888",Micro Cap,Yahoo Finance
MLCI,Mount Logan Capital Inc.,107334184,"$107,334,184",Micro Cap,Yahoo Finance
SERA,"Sera Prognostics, Inc.",107293520,"$107,293,520",Micro Cap,Yahoo Finance
CRDL,Cardiol Therapeutics Inc.,107041888,"$107,041,888",Micro Cap,Yahoo Finance
OPXS,"Optex Systems Holdings, Inc.",106210952,"$106,210,952",Micro Cap,Yahoo Finance
VRM,"Vroom, Inc.",105812272,"$105,812,272",Micro Cap,Yahoo Finance
SLNG,"Stabilis Solutions, Inc.",105626992,"$105,626,992",Micro Cap,Yahoo Finance
SLNH,"Soluna Holdings, Inc.",105474688,"$105,474,688",Micro Cap,Yahoo Finance
OMEX,"Odyssey Marine Exploration, Inc",105345752,"$105,345,752",Micro Cap,Yahoo Finance
SFBC,"Sound Financial Bancorp, Inc.",105180464,"$105,180,464",Micro Cap,Yahoo Finance
ANNA,"AleAnna, Inc.",104902488,"$104,902,488",Micro Cap,Yahoo Finance
GMGI,"Golden Matrix Group, Inc.",104558400,"$104,558,400",Micro Cap,Yahoo Finance
PROV,"Provident Financial Holdings, I",104494072,"$104,494,072",Micro Cap,Yahoo Finance
SLSN,"Solesence, Inc.",104394536,"$104,394,536",Micro Cap,Yahoo Finance
ONCY,Oncolytics Biotech Inc.,104195256,"$104,195,256",Micro Cap,Yahoo Finance
FGMC,FG Merger II Corp.,103730184,"$103,730,184",Micro Cap,Yahoo Finance
WRAP,"Wrap Technologies, Inc.",103613680,"$103,613,680",Micro Cap,Yahoo Finance
AGEN,Agenus Inc.,103365200,"$103,365,200",Micro Cap,Yahoo Finance
CHPG,ChampionsGate Acquisition Corpo,103068792,"$103,068,792",Micro Cap,Yahoo Finance
HSDT,Solana Company,102840488,"$102,840,488",Micro Cap,Yahoo Finance
AMTX,"Aemetis, Inc",102610000,"$102,610,000",Micro Cap,Yahoo Finance
ARTV,"Artiva Biotherapeutics, Inc.",102597696,"$102,597,696",Micro Cap,Yahoo Finance
QMCO,Quantum Corporation,102504992,"$102,504,992",Micro Cap,Yahoo Finance
SNCR,"Synchronoss Technologies, Inc.",102409928,"$102,409,928",Micro Cap,Yahoo Finance
UPXI,"Upexi, Inc.",102397096,"$102,397,096",Micro Cap,Yahoo Finance
CGTL,Creative Global Technology Hold,102385504,"$102,385,504",Micro Cap,Yahoo Finance
IXHL,Incannex Healthcare Inc.,102344256,"$102,344,256",Micro Cap,Yahoo Finance
SEAT,Vivid Seats Inc.,102337424,"$102,337,424",Micro Cap,Yahoo Finance
BTCS,BTCS Inc.,102313632,"$102,313,632",Micro Cap,Yahoo Finance
STHO,Star Holdings - Shares of Benef,102200248,"$102,200,248",Micro Cap,Yahoo Finance
AISP,"Airship AI Holdings, Inc",102184936,"$102,184,936",Micro Cap,Yahoo Finance
WSBK,"Winchester Bancorp, Inc.",102152464,"$102,152,464",Micro Cap,Yahoo Finance
HFFG,HF Foods Group Inc.,101844152,"$101,844,152",Micro Cap,Yahoo Finance
SEER,"Seer, Inc.",101815248,"$101,815,248",Micro Cap,Yahoo Finance
LGO,Largo Inc.,101478024,"$101,478,024",Micro Cap,Yahoo Finance
BLNK,Blink Charging Co.,100656696,"$100,656,696",Micro Cap,Yahoo Finance
CGTX,"Cognition Therapeutics, Inc.",100632648,"$100,632,648",Micro Cap,Yahoo Finance
YOUL,Youlife Group Inc.,100384016,"$100,384,016",Micro Cap,Yahoo Finance
ODYS,Odysight.ai Inc.,100270416,"$100,270,416",Micro Cap,Yahoo Finance
ZNB,Zeta Network Group,99859696,"$99,859,696",Micro Cap,Yahoo Finance
YTRA,"Yatra Online, Inc.",99818736,"$99,818,736",Micro Cap,Yahoo Finance
NCSM,"NCS Multistage Holdings, Inc.",99502424,"$99,502,424",Micro Cap,Yahoo Finance
NOEM,CO2 Energy Transition Corp.,99500088,"$99,500,088",Micro Cap,Yahoo Finance
CPSH,CPS Technologies Corp.,99425408,"$99,425,408",Micro Cap,Yahoo Finance
COYA,"Coya Therapeutics, Inc.",99181920,"$99,181,920",Micro Cap,Yahoo Finance
CSBR,"Champions Oncology, Inc.",99037280,"$99,037,280",Micro Cap,Yahoo Finance
SPAI,Safe Pro Group Inc.,98993840,"$98,993,840",Micro Cap,Yahoo Finance
GECC,Great Elm Capital Corp.,98267144,"$98,267,144",Micro Cap,Yahoo Finance
AURE,Aurelion Inc.,98191488,"$98,191,488",Micro Cap,Yahoo Finance
ANIX,"Anixa Biosciences, Inc.",98135744,"$98,135,744",Micro Cap,Yahoo Finance
SPKL,Spark I Acquisition Corp.,98017512,"$98,017,512",Micro Cap,Yahoo Finance
FBIO,"Fortress Biotech, Inc.",97769504,"$97,769,504",Micro Cap,Yahoo Finance
DTSQ,DT Cloud Star Acquisition Corpo,97731880,"$97,731,880",Micro Cap,Yahoo Finance
KG,"Kestrel Group, Ltd.",96774304,"$96,774,304",Micro Cap,Yahoo Finance
HSPT,Horizon Space Acquisition II Co,96611200,"$96,611,200",Micro Cap,Yahoo Finance
FSHP,Flag Ship Acquisition Corp.,96518072,"$96,518,072",Micro Cap,Yahoo Finance
FNWB,First Northwest Bancorp,96500048,"$96,500,048",Micro Cap,Yahoo Finance
CTW,CTW Cayman,96096000,"$96,096,000",Micro Cap,Yahoo Finance
DTIL,"Precision BioSciences, Inc.",95805576,"$95,805,576",Micro Cap,Yahoo Finance
CTOR,"Citius Oncology, Inc.",95337216,"$95,337,216",Micro Cap,Yahoo Finance
PYXS,"Pyxis Oncology, Inc.",95264248,"$95,264,248",Micro Cap,Yahoo Finance
ATYR,"aTyr Pharma, Inc.",95066632,"$95,066,632",Micro Cap,Yahoo Finance
FLD,"Fold Holdings, Inc.",94199904,"$94,199,904",Micro Cap,Yahoo Finance
DWTX,"Dogwood Therapeutics, Inc.",94001624,"$94,001,624",Micro Cap,Yahoo Finance
BMHL,Bluemount Holdings Limited,93914144,"$93,914,144",Micro Cap,Yahoo Finance
NCTY,The9 Limited - American Deposit,93776768,"$93,776,768",Micro Cap,Yahoo Finance
SAVA,"Cassava Sciences, Inc.",93717320,"$93,717,320",Micro Cap,Yahoo Finance
LAKE,"Lakeland Industries, Inc.",93550464,"$93,550,464",Micro Cap,Yahoo Finance
NOEMU,CO2 Energy Transition Corp.,93409200,"$93,409,200",Micro Cap,Yahoo Finance
RSSS,"Research Solutions, Inc",93339632,"$93,339,632",Micro Cap,Yahoo Finance
MB,MasterBeef Group,93312912,"$93,312,912",Micro Cap,Yahoo Finance
SSBI,Summit State Bank,93040776,"$93,040,776",Micro Cap,Yahoo Finance
ABVE,Above Food Ingredients Inc.,92913208,"$92,913,208",Micro Cap,Yahoo Finance
MXCT,"MaxCyte, Inc.",92710376,"$92,710,376",Micro Cap,Yahoo Finance
EQ,"Equillium, Inc.",91948856,"$91,948,856",Micro Cap,Yahoo Finance
FUSB,"First US Bancshares, Inc.",91924192,"$91,924,192",Micro Cap,Yahoo Finance
QVCGA,"QVC Group, Inc. - Series A",91641712,"$91,641,712",Micro Cap,Yahoo Finance
SNT,Senstar Technologies Corporatio,91460080,"$91,460,080",Micro Cap,Yahoo Finance
LCCC,Lakeshore Acquisition III Corp.,91365304,"$91,365,304",Micro Cap,Yahoo Finance
PLCE,"Children's Place, Inc. (The)",91331704,"$91,331,704",Micro Cap,Yahoo Finance
IROQ,"IF Bancorp, Inc.",91195048,"$91,195,048",Micro Cap,Yahoo Finance
ALXO,ALX Oncology Holdings Inc.,91086240,"$91,086,240",Micro Cap,Yahoo Finance
JLHL,Julong Holding Limited,90942192,"$90,942,192",Micro Cap,Yahoo Finance
BOTJ,Bank of the James Financial Gro,90866784,"$90,866,784",Micro Cap,Yahoo Finance
ARAY,Accuray Incorporated,90831584,"$90,831,584",Micro Cap,Yahoo Finance
SOHO,Sotherly Hotels Inc.,90769592,"$90,769,592",Micro Cap,Yahoo Finance
KNDI,"Kandi Technologies Group, Inc.",90284944,"$90,284,944",Micro Cap,Yahoo Finance
XBP,"XBP Global Holdings, Inc.",90252272,"$90,252,272",Micro Cap,Yahoo Finance
OM,"Outset Medical, Inc.",90220856,"$90,220,856",Micro Cap,Yahoo Finance
BLNE,"Beeline Holdings, Inc.",90204256,"$90,204,256",Micro Cap,Yahoo Finance
SSTI,"SoundThinking, Inc.",89922504,"$89,922,504",Micro Cap,Yahoo Finance
EXOZ,eXoZymes Inc.,89546760,"$89,546,760",Micro Cap,Yahoo Finance
SLGB,Smart Logistics Global Limited,89380000,"$89,380,000",Micro Cap,Yahoo Finance
COLAU,Columbus Acquisition Corp,88976048,"$88,976,048",Micro Cap,Yahoo Finance
VIOT,"Viomi Technology Co., Ltd",88791776,"$88,791,776",Micro Cap,Yahoo Finance
MMTX,Miluna Acquisition Corp,88281000,"$88,281,000",Micro Cap,Yahoo Finance
DLTH,Duluth Holdings Inc.,88142864,"$88,142,864",Micro Cap,Yahoo Finance
FGNX,FG Nexus Inc.,88119064,"$88,119,064",Micro Cap,Yahoo Finance
WNW,Meiwu Technology Company Limite,87975096,"$87,975,096",Micro Cap,Yahoo Finance
ORIQ,Origin Investment Corp I,87974144,"$87,974,144",Micro Cap,Yahoo Finance
GAIA,"Gaia, Inc.",87905632,"$87,905,632",Micro Cap,Yahoo Finance
ATOM,Atomera Incorporated,87756456,"$87,756,456",Micro Cap,Yahoo Finance
BODI,"The Beachbody Company, Inc.",87253736,"$87,253,736",Micro Cap,Yahoo Finance
FNGR,"FingerMotion, Inc.",87019456,"$87,019,456",Micro Cap,Yahoo Finance
VHC,VirnetX Holding Corp,86873808,"$86,873,808",Micro Cap,Yahoo Finance
XGN,Exagen Inc.,86799672,"$86,799,672",Micro Cap,Yahoo Finance
AUBN,"Auburn National Bancorporation,",85630560,"$85,630,560",Micro Cap,Yahoo Finance
BGL,Blue Gold Limited,85592648,"$85,592,648",Micro Cap,Yahoo Finance
ELBM,Electra Battery Materials Corpo,85374296,"$85,374,296",Micro Cap,Yahoo Finance
PBHC,"Pathfinder Bancorp, Inc.",85361888,"$85,361,888",Micro Cap,Yahoo Finance
EHTH,"eHealth, Inc.",85218448,"$85,218,448",Micro Cap,Yahoo Finance
CAPN,Cayson Acquisition Corp,84955504,"$84,955,504",Micro Cap,Yahoo Finance
