Symbol,Name,Market_Cap,Market_Cap_Formatted,Category,Source
ATEX,Anterix Inc.,514407296,"$514,407,296",Small Cap,Yahoo Finance
SPT,"Sprout Social, Inc",513763552,"$513,763,552",Small Cap,Yahoo Finance
IBEX,IBEX Limited,512022048,"$512,022,048",Small Cap,Yahoo Finance
CHW,Calamos Global Dynamic Income F,511553760,"$511,553,760",Small Cap,Yahoo Finance
CIVB,"Civista Bancshares, Inc.",510800256,"$510,800,256",Small Cap,Yahoo Finance
LENZ,"LENZ Therapeutics, Inc.",510026464,"$510,026,464",Small Cap,Yahoo Finance
MYGN,"Myriad Genetics, Inc.",509879040,"$509,879,040",Small Cap,Yahoo Finance
BLMN,"Bloomin' Brands, Inc.",508745984,"$508,745,984",Small Cap,Yahoo Finance
HCKT,"The Hackett Group, Inc.",507346272,"$507,346,272",Small Cap,Yahoo Finance
KRNY,Kearny Financial,507058432,"$507,058,432",Small Cap,Yahoo Finance
ABAT,American Battery Technology Com,506882848,"$506,882,848",Small Cap,Yahoo Finance
NRC,National Research Corporation,505090976,"$505,090,976",Small Cap,Yahoo Finance
SBC,SBC Medical Group Holdings Inco,504678560,"$504,678,560",Small Cap,Yahoo Finance
MCTA,Charming Medical Limited,504260192,"$504,260,192",Small Cap,Yahoo Finance
PRAA,"PRA Group, Inc.",502878464,"$502,878,464",Small Cap,Yahoo Finance
KRT,Karat Packaging Inc.,502688608,"$502,688,608",Small Cap,Yahoo Finance
VBNK,VersaBank,501544896,"$501,544,896",Small Cap,Yahoo Finance
MSBI,"Midland States Bancorp, Inc.",501077536,"$501,077,536",Small Cap,Yahoo Finance
SLDB,Solid Biosciences Inc.,500962816,"$500,962,816",Small Cap,Yahoo Finance
BSRR,Sierra Bancorp,500603680,"$500,603,680",Small Cap,Yahoo Finance
ITIC,Investors Title Company,500282624,"$500,282,624",Small Cap,Yahoo Finance
AQST,"Aquestive Therapeutics, Inc.",500212736,"$500,212,736",Small Cap,Yahoo Finance
GRVY,"GRAVITY Co., Ltd.",500112352,"$500,112,352",Small Cap,Yahoo Finance
SIGA,SIGA Technologies Inc.,497698560,"$497,698,560",Small Cap,Yahoo Finance
FWDI,"Forward Industries, Inc.",497141920,"$497,141,920",Small Cap,Yahoo Finance
IHRT,"iHeartMedia, Inc.",497024704,"$497,024,704",Small Cap,Yahoo Finance
KYTX,"Kyverna Therapeutics, Inc.",496523008,"$496,523,008",Small Cap,Yahoo Finance
LEGH,Legacy Housing Corporation,495514784,"$495,514,784",Small Cap,Yahoo Finance
JOUT,Johnson Outdoors Inc.,495056640,"$495,056,640",Small Cap,Yahoo Finance
SWBI,"Smith & Wesson Brands, Inc.",494770432,"$494,770,432",Small Cap,Yahoo Finance
AIRTP,"Air T, Inc. - Trust Preferred S",491899424,"$491,899,424",Small Cap,Yahoo Finance
CRNC,Cerence Inc.,490674720,"$490,674,720",Small Cap,Yahoo Finance
IVVD,"Invivyd, Inc.",490657440,"$490,657,440",Small Cap,Yahoo Finance
FMNB,Farmers National Banc Corp.,490244480,"$490,244,480",Small Cap,Yahoo Finance
FBIZ,First Business Financial Servic,489865120,"$489,865,120",Small Cap,Yahoo Finance
RBBN,Ribbon Communications Inc.,488745920,"$488,745,920",Small Cap,Yahoo Finance
RSVR,"Reservoir Media, Inc..",486664640,"$486,664,640",Small Cap,Yahoo Finance
KELYB,"Kelly Services, Inc.",486264768,"$486,264,768",Small Cap,Yahoo Finance
NAGE,"Niagen Bioscience, Inc.",486019392,"$486,019,392",Small Cap,Yahoo Finance
LTBR,Lightbridge Corporation,484922624,"$484,922,624",Small Cap,Yahoo Finance
CARE,"Carter Bankshares, Inc.",482601920,"$482,601,920",Small Cap,Yahoo Finance
CLNE,Clean Energy Fuels Corp.,482462208,"$482,462,208",Small Cap,Yahoo Finance
YORW,The York Water Company,482262656,"$482,262,656",Small Cap,Yahoo Finance
TROO,"TROOPS, Inc.",482194240,"$482,194,240",Small Cap,Yahoo Finance
CYRX,"CryoPort, Inc.",481662848,"$481,662,848",Small Cap,Yahoo Finance
PRTH,"Priority Technology Holdings, I",481404832,"$481,404,832",Small Cap,Yahoo Finance
GLRE,"Greenlight Reinsurance, Ltd.",480142048,"$480,142,048",Small Cap,Yahoo Finance
PRTA,Prothena Corporation plc,479625152,"$479,625,152",Small Cap,Yahoo Finance
ALLT,Allot Ltd.,479413568,"$479,413,568",Small Cap,Yahoo Finance
LWLG,"Lightwave Logic, Inc.",478466752,"$478,466,752",Small Cap,Yahoo Finance
HBCP,"Home Bancorp, Inc.",477946784,"$477,946,784",Small Cap,Yahoo Finance
WEST,Westrock Coffee Company,477346784,"$477,346,784",Small Cap,Yahoo Finance
CWBC,Community West Bancshares,476020160,"$476,020,160",Small Cap,Yahoo Finance
KMDA,Kamada Ltd.,475294880,"$475,294,880",Small Cap,Yahoo Finance
GBFH,GBank Financial Holdings Inc.,474268000,"$474,268,000",Small Cap,Yahoo Finance
GIW,GigCapital8 Corp.,471446304,"$471,446,304",Small Cap,Yahoo Finance
MITK,"Mitek Systems, Inc.",471146240,"$471,146,240",Small Cap,Yahoo Finance
LX,LexinFintech Holdings Ltd.,471137792,"$471,137,792",Small Cap,Yahoo Finance
VSTM,"Verastem, Inc.",470748736,"$470,748,736",Small Cap,Yahoo Finance
GLOO,"Gloo Holdings, Inc.",468976704,"$468,976,704",Small Cap,Yahoo Finance
OCGN,"Ocugen, Inc.",468067776,"$468,067,776",Small Cap,Yahoo Finance
CRAN,Crane Harbor Acquisition Corp. ,467593024,"$467,593,024",Small Cap,Yahoo Finance
NATR,"Nature's Sunshine Products, Inc",466284000,"$466,284,000",Small Cap,Yahoo Finance
ANSC,Agriculture & Natural Solutions,466160032,"$466,160,032",Small Cap,Yahoo Finance
GTEN,"Gores Holdings X, Inc.",464723264,"$464,723,264",Small Cap,Yahoo Finance
SFST,"Southern First Bancshares, Inc.",463459584,"$463,459,584",Small Cap,Yahoo Finance
GEVO,"Gevo, Inc.",462809792,"$462,809,792",Small Cap,Yahoo Finance
BWAY,Brainsway Ltd.,462281056,"$462,281,056",Small Cap,Yahoo Finance
DHIL,"Diamond Hill Investment Group, ",462140128,"$462,140,128",Small Cap,Yahoo Finance
IMXI,"International Money Express, In",460937536,"$460,937,536",Small Cap,Yahoo Finance
APXT,Apex Treasury Corporation,458221216,"$458,221,216",Small Cap,Yahoo Finance
GLAD,Gladstone Capital Corporation,458187488,"$458,187,488",Small Cap,Yahoo Finance
VNDA,Vanda Pharmaceuticals Inc.,457407904,"$457,407,904",Small Cap,Yahoo Finance
FRPH,"FRP Holdings, Inc.",457243296,"$457,243,296",Small Cap,Yahoo Finance
OSPN,OneSpan Inc.,456829536,"$456,829,536",Small Cap,Yahoo Finance
KOPN,Kopin Corporation,456771552,"$456,771,552",Small Cap,Yahoo Finance
ULH,"Universal Logistics Holdings, I",455509984,"$455,509,984",Small Cap,Yahoo Finance
FUFU,BitFuFu Inc.,454496704,"$454,496,704",Small Cap,Yahoo Finance
LXRX,"Lexicon Pharmaceuticals, Inc.",454332832,"$454,332,832",Small Cap,Yahoo Finance
ABSI,Absci Corporation,454122048,"$454,122,048",Small Cap,Yahoo Finance
CVGW,"Calavo Growers, Inc.",453465440,"$453,465,440",Small Cap,Yahoo Finance
TRDA,"Entrada Therapeutics, Inc.",452897920,"$452,897,920",Small Cap,Yahoo Finance
PRTC,PureTech Health plc,451707488,"$451,707,488",Small Cap,Yahoo Finance
CDZI,"Cadiz, Inc.",450865632,"$450,865,632",Small Cap,Yahoo Finance
SUPX,SuperX AI Technology Limited,450224000,"$450,224,000",Small Cap,Yahoo Finance
BCYC,Bicycle Therapeutics plc,450197632,"$450,197,632",Small Cap,Yahoo Finance
BACQ,Inflection Point Acquisition Co,449826336,"$449,826,336",Small Cap,Yahoo Finance
BTQ,BTQ Technologies Corp.,449483264,"$449,483,264",Small Cap,Yahoo Finance
CERS,Cerus Corporation,445643008,"$445,643,008",Small Cap,Yahoo Finance
COFS,"ChoiceOne Financial Services, I",445453664,"$445,453,664",Small Cap,Yahoo Finance
MLAB,"Mesa Laboratories, Inc.",444545056,"$444,545,056",Small Cap,Yahoo Finance
ASTL,Algoma Steel Group Inc.,443869984,"$443,869,984",Small Cap,Yahoo Finance
CD,Chaince Digital Holdings Inc. -,442967488,"$442,967,488",Small Cap,Yahoo Finance
GLSI,"Greenwich LifeSciences, Inc.",442929600,"$442,929,600",Small Cap,Yahoo Finance
KBON,Karbon Capital Partners Corp.,442790912,"$442,790,912",Small Cap,Yahoo Finance
BMRC,Bank of Marin Bancorp,441374656,"$441,374,656",Small Cap,Yahoo Finance
CGC,Canopy Growth Corporation,440495264,"$440,495,264",Small Cap,Yahoo Finance
OXLCO,Oxford Lane Capital Corp. - Pre,438530592,"$438,530,592",Small Cap,Yahoo Finance
MNPR,Monopar Therapeutics Inc.,437575616,"$437,575,616",Small Cap,Yahoo Finance
MBVI,M3-Brigade Acquisition VI Corp.,437287520,"$437,287,520",Small Cap,Yahoo Finance
DDI,"DoubleDown Interactive Co., Ltd",436565824,"$436,565,824",Small Cap,Yahoo Finance
KIDS,OrthoPediatrics Corp.,433587072,"$433,587,072",Small Cap,Yahoo Finance
ADUR,Aduro Clean Technologies Inc.,433319264,"$433,319,264",Small Cap,Yahoo Finance
TCPC,BlackRock TCP Capital Corp.,432689280,"$432,689,280",Small Cap,Yahoo Finance
WTBA,West Bancorporation,432667648,"$432,667,648",Small Cap,Yahoo Finance
FBRX,"Forte Biosciences, Inc.",432054016,"$432,054,016",Small Cap,Yahoo Finance
BAND,Bandwidth Inc.,430049056,"$430,049,056",Small Cap,Yahoo Finance
ANGO,"AngioDynamics, Inc.",429485152,"$429,485,152",Small Cap,Yahoo Finance
BSVN,Bank7 Corp.,428942208,"$428,942,208",Small Cap,Yahoo Finance
TLNC,Talon Capital Corp.,428709088,"$428,709,088",Small Cap,Yahoo Finance
MESH,MESHFLOW ACQUISITION CORP,426937472,"$426,937,472",Small Cap,Yahoo Finance
BNTC,Benitec Biopharma Inc.,426816160,"$426,816,160",Small Cap,Yahoo Finance
DMAC,DiaMedica Therapeutics Inc.,425993472,"$425,993,472",Small Cap,Yahoo Finance
OBT,"Orange County Bancorp, Inc.",425730688,"$425,730,688",Small Cap,Yahoo Finance
BNR,Burning Rock Biotech Limited,425603520,"$425,603,520",Small Cap,Yahoo Finance
ZUMZ,Zumiez Inc.,424078464,"$424,078,464",Small Cap,Yahoo Finance
CCSI,"Consensus Cloud Solutions, Inc.",423258656,"$423,258,656",Small Cap,Yahoo Finance
WILC,"G. Willi-Food International,  L",422713376,"$422,713,376",Small Cap,Yahoo Finance
BETR,Better Home & Finance Holding C,421768672,"$421,768,672",Small Cap,Yahoo Finance
TECX,"Tectonic Therapeutic, Inc.",421490624,"$421,490,624",Small Cap,Yahoo Finance
IMMP,Immutep Limited,420969184,"$420,969,184",Small Cap,Yahoo Finance
ALLO,"Allogene Therapeutics, Inc.",420245376,"$420,245,376",Small Cap,Yahoo Finance
BCAR,D. Boral ARC Acquisition I Corp,419416000,"$419,416,000",Small Cap,Yahoo Finance
CLFD,"Clearfield, Inc.",419140160,"$419,140,160",Small Cap,Yahoo Finance
CAN,Canaan Inc.,417390624,"$417,390,624",Small Cap,Yahoo Finance
FRBA,First Bank,417161312,"$417,161,312",Small Cap,Yahoo Finance
ASMB,"Assembly Biosciences, Inc.",417097984,"$417,097,984",Small Cap,Yahoo Finance
NATH,"Nathan's Famous, Inc.",416564768,"$416,564,768",Small Cap,Yahoo Finance
HELE,Helen of Troy Limited,411606336,"$411,606,336",Small Cap,Yahoo Finance
NNDM,Nano Dimension Ltd.,410521056,"$410,521,056",Small Cap,Yahoo Finance
GBLI,"Global Indemnity Group, LLC",410094784,"$410,094,784",Small Cap,Yahoo Finance
OPAL,OPAL Fuels Inc.,409212704,"$409,212,704",Small Cap,Yahoo Finance
RTAC,Renatus Tactical Acquisition Co,409210016,"$409,210,016",Small Cap,Yahoo Finance
KFII,K&F Growth Acquisition Corp. II,409048160,"$409,048,160",Small Cap,Yahoo Finance
TLS,Telos Corporation,407861440,"$407,861,440",Small Cap,Yahoo Finance
SRTA,"Strata Critical Medical, Inc.",407649984,"$407,649,984",Small Cap,Yahoo Finance
BRBI,BRBI BR Partners S.A.,406858368,"$406,858,368",Small Cap,Yahoo Finance
ETON,"Eton Pharmaceuticals, Inc.",406822016,"$406,822,016",Small Cap,Yahoo Finance
GCBC,"Greene County Bancorp, Inc.",406600640,"$406,600,640",Small Cap,Yahoo Finance
PTLO,Portillo's Inc.,406417568,"$406,417,568",Small Cap,Yahoo Finance
ISTR,Investar Holding Corporation,404926080,"$404,926,080",Small Cap,Yahoo Finance
CZNC,Citizens & Northern Corp,404592192,"$404,592,192",Small Cap,Yahoo Finance
XRPN,Armada Acquisition Corp. II,404172800,"$404,172,800",Small Cap,Yahoo Finance
AVXL,Anavex Life Sciences Corp.,403853440,"$403,853,440",Small Cap,Yahoo Finance
EPRX,Eupraxia Pharmaceuticals Inc.,403747744,"$403,747,744",Small Cap,Yahoo Finance
LAND,Gladstone Land Corporation,401736448,"$401,736,448",Small Cap,Yahoo Finance
JACK,Jack In The Box Inc.,401166272,"$401,166,272",Small Cap,Yahoo Finance
MTRX,Matrix Service Company,399368288,"$399,368,288",Small Cap,Yahoo Finance
CRAQ,Cal Redwood Acquisition Corp.,396546624,"$396,546,624",Small Cap,Yahoo Finance
NPAC,New Providence Acquisition Corp,396193280,"$396,193,280",Small Cap,Yahoo Finance
ESEA,Euroseas Ltd.,396013728,"$396,013,728",Small Cap,Yahoo Finance
NBP,NovaBridge Biosciences,395448256,"$395,448,256",Small Cap,Yahoo Finance
KELYA,"Kelly Services, Inc.",395443488,"$395,443,488",Small Cap,Yahoo Finance
LSAK,"Lesaka Technologies, Inc.",395206048,"$395,206,048",Small Cap,Yahoo Finance
TITN,Titan Machinery Inc.,394535808,"$394,535,808",Small Cap,Yahoo Finance
SNDL,SNDL Inc.,393975008,"$393,975,008",Small Cap,Yahoo Finance
CLPT,ClearPoint Neuro Inc.,393867584,"$393,867,584",Small Cap,Yahoo Finance
ACTG,Acacia Research Corporation,392593760,"$392,593,760",Small Cap,Yahoo Finance
CCIX,Churchill Capital Corp IX,391188864,"$391,188,864",Small Cap,Yahoo Finance
ACRS,"Aclaris Therapeutics, Inc.",391126304,"$391,126,304",Small Cap,Yahoo Finance
CLLS,Cellectis S.A.,390172896,"$390,172,896",Small Cap,Yahoo Finance
PDLB,"Ponce Financial Group, Inc.",388735488,"$388,735,488",Small Cap,Yahoo Finance
NEWT,"NewtekOne, Inc.",388245248,"$388,245,248",Small Cap,Yahoo Finance
PCAP,ProCap Acquisition Corp,387265312,"$387,265,312",Small Cap,Yahoo Finance
BWFG,"Bankwell Financial Group, Inc.",386702208,"$386,702,208",Small Cap,Yahoo Finance
XNET,Xunlei Limited,386612992,"$386,612,992",Small Cap,Yahoo Finance
GPAT,GP-Act III Acquisition Corp.,386328128,"$386,328,128",Small Cap,Yahoo Finance
RDAG,Republic Digital Acquisition Co,385875008,"$385,875,008",Small Cap,Yahoo Finance
API,"Agora, Inc.",385581248,"$385,581,248",Small Cap,Yahoo Finance
ALF,Centurion Acquisition Corp.,384890624,"$384,890,624",Small Cap,Yahoo Finance
MBAV,M3-Brigade Acquisition V Corp.,383812512,"$383,812,512",Small Cap,Yahoo Finance
ENTA,"Enanta Pharmaceuticals, Inc.",382754304,"$382,754,304",Small Cap,Yahoo Finance
TACO,Berto Acquisition Corp.,382691264,"$382,691,264",Small Cap,Yahoo Finance
BBCQ,Bleichroeder Acquisition Corp. ,381416640,"$381,416,640",Small Cap,Yahoo Finance
WENN,Wen Acquisition Corp,381190528,"$381,190,528",Small Cap,Yahoo Finance
FMAO,"Farmers & Merchants Bancorp, In",380735968,"$380,735,968",Small Cap,Yahoo Finance
TWFG,"TWFG, Inc.",380225632,"$380,225,632",Small Cap,Yahoo Finance
PHOE,Phoenix Asia Holdings Limited,380160000,"$380,160,000",Small Cap,Yahoo Finance
TTGT,"TechTarget, Inc.",379550592,"$379,550,592",Small Cap,Yahoo Finance
VFF,"Village Farms International, In",377743104,"$377,743,104",Small Cap,Yahoo Finance
CEPT,"Cantor Equity Partners II, Inc.",377357216,"$377,357,216",Small Cap,Yahoo Finance
TARA,"Protara Therapeutics, Inc.",377254304,"$377,254,304",Small Cap,Yahoo Finance
RCKT,"Rocket Pharmaceuticals, Inc.",376613344,"$376,613,344",Small Cap,Yahoo Finance
ATNI,"ATN International, Inc.",376094720,"$376,094,720",Small Cap,Yahoo Finance
ZURA,Zura Bio Limited,375184480,"$375,184,480",Small Cap,Yahoo Finance
MVBF,MVB Financial Corp.,374026624,"$374,026,624",Small Cap,Yahoo Finance
AURA,"Aura Biosciences, Inc.",373399232,"$373,399,232",Small Cap,Yahoo Finance
NFE,New Fortress Energy Inc.,372764160,"$372,764,160",Small Cap,Yahoo Finance
ADV,Advantage Solutions Inc.,371949952,"$371,949,952",Small Cap,Yahoo Finance
DVLT,Datavault AI Inc.,371924736,"$371,924,736",Small Cap,Yahoo Finance
OTLY,Oatly Group AB,370591744,"$370,591,744",Small Cap,Yahoo Finance
CBK,"Commercial Bancgroup, Inc.",369023776,"$369,023,776",Small Cap,Yahoo Finance
CTRN,"Citi Trends, Inc.",368526688,"$368,526,688",Small Cap,Yahoo Finance
TRON,Tron Inc.,367672000,"$367,672,000",Small Cap,Yahoo Finance
AUTL,Autolus Therapeutics plc,367277728,"$367,277,728",Small Cap,Yahoo Finance
AKBA,"Akebia Therapeutics, Inc.",366205088,"$366,205,088",Small Cap,Yahoo Finance
ISBA,Isabella Bank Corporation,366008416,"$366,008,416",Small Cap,Yahoo Finance
RBB,RBB Bancorp,364004832,"$364,004,832",Small Cap,Yahoo Finance
CDRO,"Codere Online Luxembourg, S.A.",363757280,"$363,757,280",Small Cap,Yahoo Finance
RXST,"RxSight, Inc.",363059936,"$363,059,936",Small Cap,Yahoo Finance
SOPH,SOPHiA GENETICS SA,362981728,"$362,981,728",Small Cap,Yahoo Finance
VOXR,Vox Royalty Corp.,362873376,"$362,873,376",Small Cap,Yahoo Finance
PERI,Perion Network Ltd,361598848,"$361,598,848",Small Cap,Yahoo Finance
PLBC,Plumas Bancorp,361589632,"$361,589,632",Small Cap,Yahoo Finance
PBFS,"Pioneer Bancorp, Inc.",360126560,"$360,126,560",Small Cap,Yahoo Finance
CAEP,"Cantor Equity Partners III, Inc",359569984,"$359,569,984",Small Cap,Yahoo Finance
OFLX,"Omega Flex, Inc.",358651264,"$358,651,264",Small Cap,Yahoo Finance
MCFT,"MasterCraft Boat Holdings, Inc.",358625632,"$358,625,632",Small Cap,Yahoo Finance
SDHI,Siddhi Acquisition Corp,357786272,"$357,786,272",Small Cap,Yahoo Finance
CCII,Cohen Circle Acquisition Corp. ,357688320,"$357,688,320",Small Cap,Yahoo Finance
ASLE,AerSale Corporation,357190560,"$357,190,560",Small Cap,Yahoo Finance
TACH,Titan Acquisition Corp.,355695008,"$355,695,008",Small Cap,Yahoo Finance
ILPT,Industrial Logistics Properties,355293728,"$355,293,728",Small Cap,Yahoo Finance
CGCT,Cartesian Growth Corporation II,355004992,"$355,004,992",Small Cap,Yahoo Finance
JFIN,Jiayin Group Inc.,353840096,"$353,840,096",Small Cap,Yahoo Finance
GIG,GigCapital7 Corp.,352833312,"$352,833,312",Small Cap,Yahoo Finance
DCTH,"Delcath Systems, Inc.",352430912,"$352,430,912",Small Cap,Yahoo Finance
USCB,"USCB Financial Holdings, Inc.",352419104,"$352,419,104",Small Cap,Yahoo Finance
NEXN,Nexxen International Ltd.,352408960,"$352,408,960",Small Cap,Yahoo Finance
VALU,"Value Line, Inc.",352401920,"$352,401,920",Small Cap,Yahoo Finance
PPHC,"Public Policy Holding Company, ",351547200,"$351,547,200",Small Cap,Yahoo Finance
BDCI,BTC Development Corp.,351288800,"$351,288,800",Small Cap,Yahoo Finance
FCEL,"FuelCell Energy, Inc.",350864992,"$350,864,992",Small Cap,Yahoo Finance
AMCX,AMC Networks Inc.,350825760,"$350,825,760",Small Cap,Yahoo Finance
KCHV,Kochav Defense Acquisition Corp,350110464,"$350,110,464",Small Cap,Yahoo Finance
DMAA,Drugs Made In America Acquisiti,349918976,"$349,918,976",Small Cap,Yahoo Finance
IPCX,Inflection Point Acquisition Co,349904352,"$349,904,352",Small Cap,Yahoo Finance
PEPG,PepGen Inc.,349240960,"$349,240,960",Small Cap,Yahoo Finance
BMM,Blue Moon Metals Inc.,348442144,"$348,442,144",Small Cap,Yahoo Finance
FRST,Primis Financial Corp.,348204928,"$348,204,928",Small Cap,Yahoo Finance
XFOR,"X4 Pharmaceuticals, Inc.",347998016,"$347,998,016",Small Cap,Yahoo Finance
OTGA,OTG Acquisition Corp. I,347839360,"$347,839,360",Small Cap,Yahoo Finance
BLZR,Trailblazer Acquisition Corp.,347531232,"$347,531,232",Small Cap,Yahoo Finance
STRT,STRATTEC SECURITY CORPORATION,347210080,"$347,210,080",Small Cap,Yahoo Finance
MTLS,Materialise NV,346565440,"$346,565,440",Small Cap,Yahoo Finance
ISSC,Innovative Solutions and Suppor,346322144,"$346,322,144",Small Cap,Yahoo Finance
WSBF,"Waterstone Financial, Inc.",346251808,"$346,251,808",Small Cap,Yahoo Finance
OYSE,Oyster Enterprises II Acquisiti,345925376,"$345,925,376",Small Cap,Yahoo Finance
NCMI,"National CineMedia, Inc.",345298720,"$345,298,720",Small Cap,Yahoo Finance
HCMA,HCM III Acquisition Corp.,343742624,"$343,742,624",Small Cap,Yahoo Finance
PBYI,Puma Biotechnology Inc,343667360,"$343,667,360",Small Cap,Yahoo Finance
AXIN,Axiom Intelligence Acquisition ,343405344,"$343,405,344",Small Cap,Yahoo Finance
HELP,Cybin Inc.,342772672,"$342,772,672",Small Cap,Yahoo Finance
FHTX,Foghorn Therapeutics Inc.,342702368,"$342,702,368",Small Cap,Yahoo Finance
TOYO,"TOYO Co., Ltd",342610144,"$342,610,144",Small Cap,Yahoo Finance
DSAC,Daedalus Special Acquisition Co,342413792,"$342,413,792",Small Cap,Yahoo Finance
PKOH,Park-Ohio Holdings Corp.,342099904,"$342,099,904",Small Cap,Yahoo Finance
ARTNA,Artesian Resources Corporation,342074976,"$342,074,976",Small Cap,Yahoo Finance
ANL,Adlai Nortye Ltd.,342065504,"$342,065,504",Small Cap,Yahoo Finance
SGHT,"Sight Sciences, Inc.",340493952,"$340,493,952",Small Cap,Yahoo Finance
CNCK,Coincheck Group N.V.,339817792,"$339,817,792",Small Cap,Yahoo Finance
LWAY,"Lifeway Foods, Inc.",339144544,"$339,144,544",Small Cap,Yahoo Finance
BGIN,Bgin Blockchain Limited,338276480,"$338,276,480",Small Cap,Yahoo Finance
ATGL,Alpha Technology Group Limited,338139776,"$338,139,776",Small Cap,Yahoo Finance
SLP,"Simulations Plus, Inc.",337858272,"$337,858,272",Small Cap,Yahoo Finance
VACH,Voyager Acquisition Corp,337438752,"$337,438,752",Small Cap,Yahoo Finance
VERI,"Veritone, Inc.",336928128,"$336,928,128",Small Cap,Yahoo Finance
NMRA,"Neumora Therapeutics, Inc.",336478144,"$336,478,144",Small Cap,Yahoo Finance
PKBK,"Parke Bancorp, Inc.",334801792,"$334,801,792",Small Cap,Yahoo Finance
PUBM,"PubMatic, Inc.",334186560,"$334,186,560",Small Cap,Yahoo Finance
LNKB,"LINKBANCORP, Inc.",334124608,"$334,124,608",Small Cap,Yahoo Finance
BLUW,Blue Water Acquisition Corp. II,333741632,"$333,741,632",Small Cap,Yahoo Finance
BEAG,Bold Eagle Acquisition Corp.,333536704,"$333,536,704",Small Cap,Yahoo Finance
YDDL,One and One Green Technologies.,333401984,"$333,401,984",Small Cap,Yahoo Finance
SVC,Service Properties Trust - Shar,332810688,"$332,810,688",Small Cap,Yahoo Finance
BYND,"Beyond Meat, Inc.",332557664,"$332,557,664",Small Cap,Yahoo Finance
CARL,"Carlsmed, Inc.",331347648,"$331,347,648",Small Cap,Yahoo Finance
NGEN,NervGen Pharma Corp.,331108288,"$331,108,288",Small Cap,Yahoo Finance
NECB,"NorthEast Community Bancorp, In",329541504,"$329,541,504",Small Cap,Yahoo Finance
FSTR,L.B. Foster Company,329481984,"$329,481,984",Small Cap,Yahoo Finance
AFJK,"Aimei Health Technology Co., Lt",329043136,"$329,043,136",Small Cap,Yahoo Finance
ACIU,AC Immune SA,328961984,"$328,961,984",Small Cap,Yahoo Finance
IMMX,"Immix Biopharma, Inc.",328851360,"$328,851,360",Small Cap,Yahoo Finance
AVBH,"Avidbank Holdings, Inc.",328633568,"$328,633,568",Small Cap,Yahoo Finance
RWAY,Runway Growth Finance Corp.,328458400,"$328,458,400",Small Cap,Yahoo Finance
XOMA,XOMA Royalty Corporation,327780736,"$327,780,736",Small Cap,Yahoo Finance
CUB,Lionheart Holdings,327520032,"$327,520,032",Small Cap,Yahoo Finance
PCB,PCB Bancorp,327426912,"$327,426,912",Small Cap,Yahoo Finance
ALDX,"Aldeyra Therapeutics, Inc.",326683840,"$326,683,840",Small Cap,Yahoo Finance
PRE,Prenetics Global Limited,326639968,"$326,639,968",Small Cap,Yahoo Finance
NUAI,"New Era Energy & Digital, Inc.",326574464,"$326,574,464",Small Cap,Yahoo Finance
NVEC,NVE Corporation,326315296,"$326,315,296",Small Cap,Yahoo Finance
DEFT,"Defi Technologies, Inc.",326164544,"$326,164,544",Small Cap,Yahoo Finance
SIMA,SIM Acquisition Corp. I,325986688,"$325,986,688",Small Cap,Yahoo Finance
CEPV,"Cantor Equity Partners V, Inc.",325847488,"$325,847,488",Small Cap,Yahoo Finance
SVAC,Spring Valley Acquisition Corp.,325066688,"$325,066,688",Small Cap,Yahoo Finance
MLAC,Mountain Lake Acquisition Corp.,324181536,"$324,181,536",Small Cap,Yahoo Finance
NKLR,Terra Innovatum Global N.V.,322681344,"$322,681,344",Small Cap,Yahoo Finance
CLYM,"Climb Bio, Inc.",322512352,"$322,512,352",Small Cap,Yahoo Finance
NVA,Nova Minerals Limited,322476800,"$322,476,800",Small Cap,Yahoo Finance
DRDB,Roman DBDR Acquisition Corp. II,322306688,"$322,306,688",Small Cap,Yahoo Finance
CADL,"Candel Therapeutics, Inc.",322253024,"$322,253,024",Small Cap,Yahoo Finance
FERA,Fifth Era Acquisition Corp I,322046688,"$322,046,688",Small Cap,Yahoo Finance
RMNI,"Rimini Street, Inc.",321962656,"$321,962,656",Small Cap,Yahoo Finance
HDSN,"Hudson Technologies, Inc.",321754720,"$321,754,720",Small Cap,Yahoo Finance
SZZL,Sizzle Acquisition Corp. II,321734016,"$321,734,016",Small Cap,Yahoo Finance
EVOX,Evolution Global Acquisition Co,321600000,"$321,600,000",Small Cap,Yahoo Finance
FSBW,"FS Bancorp, Inc.",321263936,"$321,263,936",Small Cap,Yahoo Finance
SKYX,SKYX Platforms Corp.,320436288,"$320,436,288",Small Cap,Yahoo Finance
BCML,BayCom Corp,320285248,"$320,285,248",Small Cap,Yahoo Finance
PACH,Pioneer Acquisition I Corp,319839424,"$319,839,424",Small Cap,Yahoo Finance
OBA,Oxley Bridge Acquisition Limite,319412512,"$319,412,512",Small Cap,Yahoo Finance
PMTR,Perimeter Acquisition Corp. I,319352160,"$319,352,160",Small Cap,Yahoo Finance
LFCR,"Lifecore Biomedical, Inc.",319213344,"$319,213,344",Small Cap,Yahoo Finance
RPAY,Repay Holdings Corporation,318764064,"$318,764,064",Small Cap,Yahoo Finance
EOLS,"Evolus, Inc. Common Stock",318265120,"$318,265,120",Small Cap,Yahoo Finance
AVIR,"Atea Pharmaceuticals, Inc.",317976096,"$317,976,096",Small Cap,Yahoo Finance
